tweet_id,airline_sentiment,text
569643614113919e3,negative,@AmericanAir 1416 Cancelled Flightled? Can't get out for two days? No explanation?
569643388611330050,negative,"@AmericanAir @sa_craig no, not helped one bit. actually ended up driving home due to extreme disorganization and lack of communication."
569643354557796350,negative,@AmericanAir United needs our ticket number since you rebooked us and you gave the incorrect ticket number now we can't check in #help
569643344462262300,negative,#nothelpful MT @AmericanAir: Our call volume is extremely high today. Our apologies. Please continue contacting Reservations for assistance.
569643301332258800,negative,"@AmericanAir I've been trying to call to cxl a reservation for tomorrow, due to needing surgery this week - cannot get through?"
569643210785497100,negative,@AmericanAir I can't keep dialing you guys all day. Can I get into the callback queue?
569643184067727360,neutral,@AmericanAir Cancelled Flight previous request. Will accept ticket number for document number
569642989515112450,negative,@AmericanAir I've called that and they said they can't help me and it's out of their hands. I really feel like an under appreciated customer
569642766407483400,neutral,@AmericanAir 62 inches !?
569642757767082e3,positive,@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights
5.6964274285226803e+017,negative,@AmericanAir they could be seen if your horrible customer service group would actually update the information! Never fly American again!
569642306640306200,neutral,@AmericanAir Am on web site requesting refund for Cancelled Flightled flight. It requires numerical document number. Where get it?
569642267385798660,positive,"@AmericanAir Hmm. Looks like you looked at my tweet from last month, not this one. Was able to get U.K. agent to help me, thanks."
5.6964220059589837e+017,negative,"@AmericanAir Stuck on a plane at JFK: food was not on the plane now we need to wait crew to push back the plane. Good job, AA!"
5.6964214597747917e+017,negative,@AmericanAir no one met flight 1081 to LAX to tell passengers where to go or what flights they were rebooked on #badmgmt #AmericanAirlines
569641915114659840,negative,@AmericanAir while I'm aggravated - shouldn't baggage fees disappear now that gas prices have dropped?
569641880276893700,positive,"“@AmericanAir: @Dawn_Davis You're very welcome, Dawn. We love taking you flying. Let's do it again!” Again in 1 week!"
569641841454239740,negative,@americanair never fails to disappoint. waiting at jfk an hour after scheduled take off and still no word on departure
569641810571763700,negative,"@AmericanAir one of my luggage didn't made it onto my flight, hope it really gets here tomorrow, as I was told 😓😭"
569641785347059700,negative,"@AmericanAir lost my wife's luggage and nobody gives you and answer, all they say is go here or call there."
569641693726842900,neutral,@AmericanAir check your dm pls
569641676244791300,negative,@AmericanAir why don't you have driver service to get employees to work in bad weather like hospitals etc #badmgmt #AmericanAirlines
569641587766009860,negative,@AmericanAir the fact that that rule makes it poor customer service. I can Cancelled Flight/change on @SouthwestAir with no penalty or hoops.
569641551116177400,positive,@AmericanAir Thank you! You will see me :)
56964134343936e4,negative,@AmericanAir a phone call or email when you Cancelled Flight a flight would be lovely.
569641336652967940,neutral,@AmericanAir a guy try right...
569641259826061300,negative,@AmericanAir You've now put me on a BA flight - can I get access for 2 for the lounge? Been at ORD for 11.5 hrs now and still have 5 to go.
569641247075213300,negative,@AmericanAir flight 1081 from IAD to LAX sat for more than 3hrs because ground crew couldn't drive in snow #badmgmt #AmericanAirlines
569640847119163400,positive,"@AmericanAir Haha I had a boarding pass for 12B, was boarding the plane and the gate agent told me to go to 41G. I'm here now. No worries."
569640139288412160,negative,@AmericanAir you cxl both my flights to/from DFW to CLL w/o notice then treat me like trash on the phone and offer no compensation? WTH?
569640038302134300,negative,"As am I, @AmericanAir - but thankfully there was a @united lounge next door. Really not impressed by oneworld partnerships :("
5.6963997261513523e+017,negative,@AmericanAir delayed.....wow
569639923080405e3,negative,@AmericanAir My flt AA375 for 02/23 got cncled and i cant get hold of a CSR so i can get alternate arrangement. Plz help
569639607639285760,negative,@AmericanAir our flight was Cancelled Flightled and rebooked to United. You didn't give them accurate ticket number now we can't check in. #annoyed
5.6963952980568883e+017,negative,@AmericanAir You guys are totally losing me. I've been an AA fan for years but telling me reps are busy and hanging up on me is really bad.
569638919131627500,negative,"@AmericanAir @NY_NJairports AA1224: 45 mins for Priority bags to arrive, now Late Flight for evening plans! Delta 20 min bag guarantee anyone? :("
569638585571221500,negative,@AmericanAir sitting in a 2 hour long at least phone queue. Hoping I get things rebooked in time or at least some plastic wings. #tears
569638503199285250,negative,@AmericanAir it's always better to find out equipment is INOP on the ground than in the air! #safetyfirst
569638470538301440,negative,@AmericanAir is rude a hiring requirement at key west airport shaking my head
569638441803075600,neutral,@AmericanAir can I DM you info?
569638240233390100,negative,"@AmericanAir 11 out of 11 delayed flights, you suck and getting worse"
569637593278779400,negative,@AmericanAir Tired of sitting on a delayed #1702 again and again computer down
5.6963688586325197e+017,negative,@AmericanAir @dotnetnate Two hour wait for EXPs as I sit on a JFK PHX flight because US computers are down. Any shot at an LAX flight?
569636551321194500,positive,@AmericanAir awesome! Thx
569636447956930560,negative,"@AmericanAir @SeguineJ AA - this is a joke, right? That line isn't even accepting calls right now - they just hang up."
569636064035348500,negative,"@AmericanAir yes, and rebooked incorrectly."
569636003473793e3,negative,"@AmericanAir fair enough. But they could have at least told us. Once again it's the lack of communication. Delays happen, just tell me"
569635939422593e3,negative,@AmericanAir even with calls you haven't been able to help us anyway. #nevergettinghome
569635382834421760,negative,@AmericanAir 2293 is the Cancelled Flightled one
569635291490693100,positive,@AmericanAir 1138 got us to LGA safely. Thanks for taking the time to make the plane safe before flying!
569634918973751300,negative,"@AmericanAir Cancelled Flightled my flight, didn't notify me, and I can only rebook by phone, but can't get through to an agent. Epic. Fail."
569634828641034240,negative,"@AmericanAir i was just severely upset by the rude cs rep. I get she's prob stressed, but I am too! An ""aw, let me help"" cld mk it btr"
5.6963445492435763e+017,negative,"@AmericanAir while I'm sensitive to this fact, I don't believe that warrants poor service. A little help &amp; compassion goes a long way."
569634077571051500,positive,@AmericanAir Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-)
569633689665216500,negative,@AmericanAir I did. 5 times. With 4 of those being hung up on. The other one it finally sent me to the call back notification. #FixYourStuff
569633482915209200,negative,"@AmericanAir complt incompetence on flt 295.Lav delay from a pln that lnded last nite, no internet and poor svc. Not what I expect from u."
569633282855301100,positive,@AmericanAir Just landed - crew couldn't have been more gracious or accommodating. Although a long delay I appreciate your prompt response!
569633221748637700,negative,@AmericanAir why would I bother wasting my time calling them when they are gunna do nothing
569632660831625200,negative,@AmericanAir five times at last count
569632618460753900,negative,@AmericanAir as usual my next flight shows on time but it's suppose to leave in 5 minutes and hasn't boarded
569632584424153100,negative,@AmericanAir 250 I'm not sure if I'm rebooked now. In a line at airport trying to work it out. The earlier I can get to SFO the better:(
569632024434057200,negative,"@AmericanAir Orbitz has only shown ""priority"" seats since we booked &amp; paid 3 weeks ago."
569631973859139600,negative,"@AmericanAir has Cancelled Flighted their last 3 flight into SHV tonight &amp; all flights for tomorrow, Feb. 23, out of SHV and multiple flight into SHV."
569631860885577700,negative,@AmericanAir this might look good but the pita is inedible. Last year delicious shrimp cocktail. This year garbage http://t.co/Sotl8XQsrp
569631847547867140,negative,@AmericanAir that's if it is ever complete and if i can ever get through customer service #theydontanswer
569631824101683200,negative,"@AmericanAir Where are your tickets offices in Boston? Impossible to book by phone or use vouchers on website, what a headache. PLEASE HELP!"
569631775766368260,negative,"@AmericanAir not sure what this means but son and I will certainly have operational needs for seats during Flt. 1679 next Friday, yet..."
5.6963174263135437e+017,positive,@AmericanAir flights have been on time Late Flightly though!
569631648674766850,negative,@AmericanAir @SentieriMelinda Any updates? It shouldn't take hours for assistance. I love @SouthwestAir
569631575819710460,negative,@AmericanAir I've flown you many years without a complaint. You should start listening to your customers.  You went from first to worst
569631567032627200,negative,@AmericanAir Cancelled Flightled 2 of my flights for maintenance. Customer service desk is empty... Can I get a hotel at least? http://t.co/ypbkCiRBXu
569631404306210800,negative,@AmericanAir served me rubber pasta covered In sauce that tastes like plastic. Do you have any food for human consumption anymore ?
569631377865515e3,negative,"@AmericanAir why do #exp members have to wait ""over 2 hours"" to speak with an operator? Surely this is a mistake?"
569631375487139840,negative,@AmericanAir u Cancelled Flightled my flight for tomorrow and tell me to call reservations but then refuse to take my call!!!  #not cool #hateful
569631293429821440,negative,@AmericanAir No worries they called back 4 hrs Late Flightr while I was asleep and took an additional $200 fee. So by AA standards everything's gr8
569631041603788800,negative,@AmericanAir u cant spell airline and I trusted you to get me home on time and safe you are the worst #gobankrupt http://t.co/aM9CuieWO4
5.6963088545000243e+017,negative,@AmericanAir TY Can you confirm or deny if AA953 left JFK? I want to figure out if more delays are in store. Internet giving different info.
569630715698151400,negative,"@AmericanAir Where are your ticket offices in Boston? Impossible to book by phone or use voucher on website, what a headache! PLEASE HELP!"
569630593924911100,negative,@AmericanAir I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.
569630266664325100,neutral,@AmericanAir should be seeing this sunset from St. John usvi not philly!! http://t.co/DnDOepquKz
569630229636853760,negative,@AmericanAir she should not only get a refund but also an apology for the deplorable service.
5.6963010694089523e+017,negative,"@AmericanAir third you lost her bag &amp; after 50 mins of being on hold you told her she would ""eventually get her bag"" completely unacceptable"
569629822789365760,negative,"@AmericanAir second, she sat on the Tarmac for 3 hrs only to be told it would be 30 mins"
569629305023569900,negative,@AmericanAir there's a direct from Miami w a seat but u rebooked niece Tuesday. Can't get through on phones? #customerservicefail
569629215869382660,negative,@AmericanAir you have such a confusing web site/complicated ordering process. This is why I typically fly @SouthwestAir.
569629100114989060,negative,@AmericanAir first my sister had ZERO food in her cross country flight with no type of warning or voucher
569628494214225900,negative,@AmericanAir I need to change a ticket and my res can't be changed online.  I also can't get a call through due to high volume--can u help?
569628431236911100,negative,@AmericanAir rented van drove 250 miles with 6 strangers.  Arrived home 6:00am. No offers of help from AA. http://t.co/BTTGmyN0A0
569628323443318800,negative,@AmericanAir the ticket is a poor gesture of goodwill (for missed trip) to a top status flyer - I may not next time (AA91 LHR-ORD 2/16)
569627839374467100,negative,@AmericanAir @NY_NJairports Do you guys teach poor customer service or is it just part of an american dream?
569627784626229250,negative,"@AmericanAir 3231DTW to LAG at 4:45. Flight Cancelled Flightled with no notice. Given a voucher to a dirty hotel, with no food vouchers or apology."
569627770613063700,positive,@AmericanAir I would like to thank the customer service team for their response to my Cancelled Flightled flight but just offering to (cont)
569627744021184500,negative,"@AmericanAir 
No one answers phone, delayed/Cancelled Flightled flights. Rude employees. You only get (I'm sorry, we apologize) blah blah blah. Bad"
569627485240844300,negative,@AmericanAir Reservation Line won't let me speak to a representative because they are too busy. They literally disconnect you. Why bother?
569627200133197800,positive,@AmericanAir yes called your UK number on skype…well worth the $.50.  i recommend others do the same.
5.6962712315077837e+017,negative,@AmericanAir Im trying to call and book a reward ticket on one world partners but your automated system wont let me talk to any1.  Great job
5.6962695173393203e+017,negative,"@AmericanAir we are waiting flight 919 !
We are at JFK for about 24h !! #NewYork #919 #viracopos #AmericanAirlines http://t.co/3FheS0lPMU"
569626796385116160,negative,@AmericanAir @travisamex please please American call me so I can rebook ticket .
5.6962678787505357e+017,negative,@AmericanAir @dfwairport  Have been trying to get canx flight resched since noon.  got 2 call backs but call disconnects as soon as I answer
569626703959494660,negative,@AmericanAir most horrendous service ever !! On off two planes. Been in Phil for 10 hrs. Now captain can't get flight info to print? #wtf
569626673034850300,negative,@AmericanAir you suck worst airline ever I will never be flying you again I have been stuck here for 13 hours no one is helping #fuckoff
569626388610859e3,negative,@AmericanAir I have been on hold 3 hours.  2 seconds of it with a rude agent.
569626174617485300,negative,"@AmericanAir  Dear American, when did 2 hour hold times become the industry standard?  Have you heard of additional staffing during weather?"
569625607476158460,negative,".@AmericanAir: the best the agent could do is put me on a flight arriving tomorrow afternoon, with a six hour layover."
5.6962545681670963e+017,negative,"@AmericanAir that's unacceptable. They should allow me to wait on hold, or take my number and call me themselves."
5.6962535694209843e+017,positive,@AmericanAir RDU Customer Service is awesome. Thanks! Give em all bonuses.
569625210070175740,negative,@AmericanAir I let a crew member know every time this happens.  Which is most of the time.
569624948190261250,negative,@AmericanAir are you kidding me?  No one answering calls on reserv line due to high call volume and not even an option to wait.  Brutal
569624865558245400,negative,@AmericanAir LGA 2 Nashville Cancelled Flightled phone center no help. Fabulous staff at gate D4 helped-2 young men handled crowd well.
569624713414250500,negative,@AmericanAir man we have been sitting in #UA4753 on the tarmac for 30 mins...rescue us please!
569624299788750850,neutral,"@AmericanAir Next Friday, I'll take AA3074 to LGA.Sat morning, US1951+US874.Do I have to take my bags at LGA or I get them to my final dest?"
569623961224351740,neutral,@AmericanAir your message was delayed I just responded
569623852403306500,negative,"@AmericanAir please fix your inventory system, Plat upgraded then bumped DOWN after boarding, FA said they made a mistake. AA45 3A➡️8C 😕"
569623849752358900,positive,"@AmericanAir I'm flying with your competitor today, starts with an U and ends with D. I will never make that mistake again. #americanforlife"
569623364337168400,positive,@AmericanAir Always enjoy my time. Now on the plane to DFW!
569623164143185900,negative,"@AmericanAir 

Late Flight from phoenix, gave ticks away when arrived chicago, held bags hostage chicago, rented van drove to toledo. 5 hr drive."
569622656770646e3,negative,"@AmericanAir need assistance. very frustrated I can't reach reservations by phone. trying to book online &amp; get ""fare no longer avail"" msg"
569622568459636740,negative,@AmericanAir I want to speak to a human being! !!  This is not an obscene request!
569622366768078850,negative,"@AmericanAir flight 2470 tomorrow, have no idea if we've been rescheduled and can't fix online? Have to talk to an agent yet no one answers?"
569622243526909950,negative,@AmericanAir Are you kidding? You don't think I've done that?? I've called dozens of times &amp; it tells me to call back &amp; hangs up.
569622208588468200,negative,@AmericanAir I did. Should i expect a response in this fiscal year? This calendar year? Never?
569621976131772400,negative,@AmericanAir Still waiting on bags from flight 1613/2440 yesterday  First Class passenger not happy with your service.
569621883282280450,positive,@AmericanAir AA2416 on time and awesome flight. Great job American!
569621879633391600,negative,@AmericanAir no response to DM or email yet.  customer service?
569621852718411800,negative,@AmericanAir understand waiting 2+ hours for callback on the exec plat line but when call dropped the agent could at least try again
569621808963395600,negative,@AmericanAir but they refused to unload our luggage so we're stuck in below freezing weather w/o our cold weather clothes.
569621583737835500,negative,@AmericanAir that's not what I asked :)) I'm looking to change a Flight Booking Problems for 03.03. Can you help
569621527911485440,negative,@AmericanAir your service is horrible. I can't get a straight answer from your ground agents.
569621367806664700,negative,@AmericanAir why was my flight from Miami to Dallas Monday  rescheduled to Tuesday?
569621332863754240,negative,@AmericanAir Yes. Your service in GUC sucks. Your gate agent pushed a passenger and has been rude to everyone since we got here.
569621228048089100,negative,"@AmericanAir 1491 DEN -&gt; DFW. We don't want to be ticketed on a new flight, just refunded for our Cancelled Flighted flight."
569621173811736600,negative,@AmericanAir After 3 days NO BAGs amazing the way that you neglect customers
569620850820956160,negative,@AmericanAir Worst airline ever. We have been stranded for 24 hours because of your 7 hour delay with flight 104 last night.
569620782566875140,negative,@AmericanAir is there not an email address I can send my issue to? you guys screwed up and rebooked my flight to the wrong day!  please help
569620643810926600,neutral,"@AmericanAir I have an issue that requires a bit more than a tweet to explain, do y’all have an email?"
569620597543739400,negative,@AmericanAir pls help. This is seriously beyond ridiculous.
569620512139145200,negative,@AmericanAir  please call us back to rebook!!! 7403607771. We need to get back to Columbus!!!!!! Please help
569620494724366340,negative,@AmericanAir Rebooked for tomorrow morning. Never been here - not sure what I can see before tomorrow morning!
569620452043317250,negative,"@AmericanAir...still waiting for a call back....attempt #9 and hour #13...can't put a hold on an online tix, we are within seven day window."
569620440613826560,negative,"@AmericanAir 

Seats gvn away. 7 strangers in 2 Chicago. Rented van. Drove to toledo. No help, no offer, no hotel. http://t.co/nxQiJCoJNj"
569620433869217800,negative,@AmericanAir - gold elite loyalty customer..can't count on my hometown preferred airline to do right. #bummed..
569620202045841400,negative,@AmericanAir @tcunningham10 please call us back to rebook. 7403607771 we can't through!!!!! We need to get to columbus!!!!
569620169971998700,negative,@AmericanAir  flight to dca I need to change asap help can't get through
569620123096494100,negative,@AmericanAir my flight is Cancelled Flightled and we can only call in but you aren't accepting calls? How do I reschedule my flight?
569620017840398340,negative,@AmericanAir Jacquelyn at Charlotte just denied me compensation after #2251 was Cancelled Flighted due to plane malfunction well within your control
569619752399667200,neutral,@AmericanAir flight 1041 is the first flight.
569619330012463100,positive,@AmericanAir Always love opening the upgrade email.
569619246520479740,negative,@AmericanAir called executive platinum desk and got a TWO HOUR call back time... 2.5 hrs Late Flightr still no call and still stuck in Chicago
569618972535959550,negative,@AmericanAir I need to order a special meal and I can't reach AA. Been on hold for over 2 hours
569618884577218560,negative,@AmericanAir two delayed flights today that weren't weather reLate Flightd. Keep up the good work!
5.6961865991789363e+017,negative,"@AmericanAir two hours Late Flightr and still waiting for a callback. Need to reschedule flight 1027, hopefully to the Late Flightr one tomo not Cancelled Flighted"
569618371148443650,negative,"@AmericanAir 245. I'm about to take off but one of your reps at a different gate was rude when I asked for assistance. Thanks, though."
569618327078887400,negative,"@AmericanAir Flt Cancelled Flighted, rescheduled to bad time. Tried 800# 3hrs. Website states can't do online=useless website. Help?"
569618210699513860,negative,@AmericanAir we're still stucked in the airport. #AADelay #AA919
569618056605016060,positive,"@AmericanAir Flight 2954, Dallas to Grand Junction #AmazingFlightCrew"
569617894666997760,negative,"@AmericanAir redirect my flight without telling me, service is abysmal."
569617887637348350,negative,"@AmericanAir really American Airlines , service is Las Vegas is shocking, absolute jokers take your reputation more seriously!"
569617808885096450,negative,"@AmericanAir no one received text alerts, automated calls, anything either. Literally no information as to what was happening."
569617807916322800,negative,@AmericanAir aftr 10 hrs bng held hstg at mia bc aa refsd to get med bags. bag fnd aa then refsd to fix tkts they cnceld said $360 to fly
569617089155211260,neutral,@AmericanAir just downloaded the app for iPhone.  Notice drink coupon but nothing is displayed?  Getting ready to fly...
569616934225846300,negative,@AmericanAir the reservation system won't even let us leave our phone #. I have no way to fix that you rebooked me on wrong day!
569616839761743900,positive,"@AmericanAir - yep , they've been good.  Now can you make that 1535 flight to mci wait just a tick....😃"
569616699604934660,negative,@AmericanAir we got to 15 minutes AFTER takeoff time before anyone wandered over to address the line of people.
569616586178301950,negative,@AmericanAir been rebooked for tomorrow. You failed to put me on DL flight today despite my asking and available seat. DL still available
569616573905936400,negative,@AmericanAir 1st leg of my flight 2 nyc tomorrow has been Cancelled Flightled. if you make me hold for 2hrs i may miss my only chance back home!
569616554922418200,negative,@AmericanAir there was also not one single person at the counter answering questions for our plane full of confused people. No staff at all.
569616362223628300,negative,"@AmericanAir That's a complete cop out! U ask what the issues are, then do nothing about it. How are we supposed to sort the situation now?"
569616335488966660,negative,@AmericanAir fcuk you. Shit service. You got no fans.
569616283706077200,negative,"@AmericanAir Flight for tomorrow has already been Cancelled Flightled, what do I do now?"
569616208804380700,neutral,@AmericanAir I will thank you. What do I do if I can't get through and my flight on hold Cancelled Flights?
5.6961612086647603e+017,neutral,@AmericanAir so how do we get me a person?
569616019708182500,negative,"@AmericanAir not only did you rebook me on the wrong day, your phone system says it can't handle the volume and hangs up on me!!!"
569615983205347300,neutral,@AmericanAir where do I look for cabin crew vacancies?
569615855505387500,negative,"@AmericanAir how did my prime, ticketed seat get switched on AA 343?! Not sure what's going on here..."
569615540089700350,neutral,@AmericanAir hi how are you
569615514928074750,negative,@AmericanAir cannot talk to any agents keep getting hung up on crazy
569615444300185600,negative,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Now I'm stranded in Louisville."
569615410720432100,negative,"@americanair hi, you Cancelled Flightled our flight back to the US and now won't take our call. What are we supposed to do?"
569615290956259300,negative,@AmericanAir I got rebooked on on us airways by you guys but the flight I got won't work. Any help would be appreciated.
569615100006440960,negative,@AmericanAir On hold for 20 mins and then used the call back service only to have an agent call me and put me on hold forever-anyone there?
569615004489494500,neutral,@AmericanAir Can you upgrade (with cash) to Main Cabin Extra after buying an AAdvantage Mileage Saver (using miles)? Can't seem to do it...
569614917826965500,negative,@AmericanAir @AmericanAir how do you expect to do that?
569614088390578200,negative,"@AmericanAir My flights tomorrow were Cancelled Flighted, can't do anything online, and can't get through on phone. Help?"
569614085807067140,negative,@AmericanAir they did tell that our luggage stayed inside the plane ! Look this video http://t.co/YokkHHQcMP
5.6961366104569037e+017,negative,"@AmericanAir @karabuxthomps Yeah, I have a lot of questions, number one: how dare you"
569613611510960100,neutral,@AmericanAir Hi guys checking in US/AA 639 JFK PHX and renewed Admirals Club today.
569613601918492700,neutral,@AmericanAir hey guys. DMed you a question about when 500-mile upgrades post after earning. Hope to use tomorrow
569613537158373400,negative,@AmericanAir tried that and can't get through.
569613523648532500,negative,"@AmericanAir, I've been booked on the wrong flight! And now PE desk has a wait of more than 2 hours?!"
569613473845542900,negative,"@AmericanAir you think I haven't tried that multiple times?? The ""status"" of my bag is that it should've been here YESTERDAY. So disgusted."
569613265631780860,negative,@AmericanAir thnkx bt dont help now we will need to go WAY out of OUR way to get where we NEED to be for the $ u charge this sux #neveragain
569612947833671700,negative,@AmericanAir I get &amp; can appreciate that. I've just had so many problems in the last year flying with guys... Pretty aggravating.
569612307363266560,negative,@AmericanAir not sure why I would bother when the agent at the airport didnt help &amp; nobody on phone would. Ticket Cancelled Flightled for no reason.
569612280989495300,negative,@AmericanAir HELP NEEDED ! #complaint ticketed passenger with no available seats scheduled to leave Late Flightr today
569612035585155100,negative,@AmericanAir leave our luggage in the baggage claim without any previous information! That's not the deal!! http://t.co/oTTy5rYMzD
569612028492570600,neutral,@AmericanAir  2 hours to be answered on a call?
569611735696580600,negative,@AmericanAir Somehow between DFW and MIA I got bumped from 12B all the way to 41G on 2312? What's up with that?
569611721054162940,negative,"@AmericanAir #AmericanAirlines 1 1/2 hr wait for bags. If this is the a taste of the worlds largest airline, heaven help aviation"
569611581920808960,negative,@AmericanAir @macario2 but you are Late Flight again!! Again and again! Where are the crew?
569611482234687500,positive,"@AmericanAir 

Fantastic support by the Twitter team. I appreciate it. Thanks again."
569611259357863940,neutral,@AmericanAir  hung up on now many times trying to cal 8004337300 crazy
569611217301450750,negative,@AmericanAir that's quite an impressive list of fees!
569611065820110850,negative,"@AmericanAir @GolfWithWoody Don't buy it, Woody. They're making it MUCH worse with understaffing, rudeness, and pre-rookie mistakes"
569610871934205950,negative,@AmericanAir you have to run the engine to troubleshoot an issue before boarding the plane!?! How about another plane? #aa2227 #miatoiah
569610485101768700,negative,"“@AmericanAir: @RussellsWriting Russ, please contact Reservations at 800-433-7300 for reFlight Booking Problems options.” Good luck with that!"
569609970007674900,negative,@AmericanAir flight was Cancelled Flightled can you guys help?
569609887388270600,negative,"@AmericanAir Changed flight from BNA to 2/20 ahead of weather. Slammed me with cost diff because ""no weather advisory.""Really!"
569609699152273400,negative,"@AmericanAir my itinerary was from EWR TO DALLAS to LA. You Cancelled Flightled my flight, you have my money, find a way to get me there from EWR"
569609590171676700,negative,@AmericanAir an hour at baggage carousel and still no luggage?? Nail in the coffin.
569609396461936640,positive,@AmericanAir Nicest people ever flight to Chicago.Thanks David Deane &amp; Norma Sedholm for making me feel comfortable ✈️✈️✈️✈️✈️✈️✈️
569609326253502460,negative,@AmericanAir Can't get thru by phone to use a credit that's about to expire! #frustrated #aa.com
569609163824713700,neutral,@AmericanAir when is next lax JFK flight today
569608733321498600,positive,"@AmericanAir appreciate update. Have also appreciated our pilots effort to explain to us just now. Accurate, authoritative comms is vital."
569608570066436100,negative,@AmericanAir now down to only one agent helping a stagnant line of almost 100 customers. Super.
569608446586200060,negative,@AmericanAir The bad weather wasn't a surprise! You should have double/triple staff on hand to handle calls. Way to treat your customers.
569608307184242700,negative,"@AmericanAir after all, the plane didn’t land in identical or worse) conditions at GRK according to METARs."
569608282442047500,negative,@AmericanAir flight Cancelled Flighted out of LAX for tomorrow due to connection in DFW. Help please? we can go out of orange or burbank
569608265623064600,negative,"@AmericanAir first the pilot, then the catering..."
569608257607737340,negative,".@AmericanAir Also, not the reservations team's fault. Bad top-down decision. I feel bad for the reservations AND social media teams."
569608190410809340,negative,@AmericanAir I would like a refund for this flight. They delayed the flight 5 times. I feel like you're making fun of us.
569607918569410560,negative,@AmericanAir @TheNateK I submitted a complaint via that link in Dec. &amp; followed up in Jan. NEVER HEARD BACK! #badcustomerservice
569607706358779900,positive,"@americanair Greatest Newark Gate Agents ever: David Deane, Norma Sedholm and Luz Calderon just made me feel like a king. #AmericanAirlines"
569607661655715840,negative,"@AmericanAir flights been Cancelled Flightled, can't get through to the desk and nothing showing online under my reservation - what do I do?"
569607509167595500,negative,"@AmericanAir The point of the pic: If your reps struggle with the merger this much, imagine how it is for the public! http://t.co/hQdB5IRuVg"
569607321908863e3,negative,@AmericanAir flight was 2488 out of EWR STOP AT DALLAS THEN TO LA. I need to be in la tonight!
569607124772196350,negative,@AmericanAir I was flying from Ft Lauderdale FL to Seattle WA on the 02/28/2015 until the 03/03/2015 and they don't want to honor my flight.
569606926234824700,negative,@AmericanAir wasn't able to get on hold. Your system kept kicking me to the main menu.
569606513859305500,negative,@americanair Seattle check-in. 1 desk servicing full service line. 2 desks servicing priority. Full srvc wait 30+ minutes. Customer svc fail
569606467646578700,negative,@AmericanAir hey! Tried calling customer service and was told there's a 2 hour wait. This has been for the past 4 hours. Thanks! You suck!
569606374591746050,negative,@AmericanAir since we are leaving tomorrow to miami can you do one thing right and deliver the bags to the airport?
569606248095576060,negative,@AmericanAir but have been yet to receive assistance from one of your agents in securing a new connection. Many will now miss work tomorrow.
569606226880929800,negative,@AmericanAir @cheerUPDATES So you're saying the call center is understaffed?
569606135960858600,neutral,@AmericanAir I've been trying to change frm AA 2401 to LAX at 6:50am MONDAY morning then AA 2586 from LAX to FAT to flight AA 1359?#helpAA
569606093393010700,neutral,@AmericanAir are flights from Columbus Ohio to Dallas Texas Cancelled Flighted?
569605935280336900,negative,"@AmericanAir @naomi_cooper Are you out of your mind, AA? What is the point of this Twitter acct? Form letters in 140 characters or less?"
569605930146353150,negative,@AmericanAir  many have missed connections already b/c of delayed flight which will finally board soon
569605928636407800,neutral,@AmericanAir On flt 1627 from DFW to FAT on 2/23 and it was 86'd. Can you rebook me on the 1359 flight tonight? Can't get through on phone.
569605877512024060,negative,@AmericanAir I wasn't important this morning when you would not seat my wife and I together or allow me to choose seats at Flight Booking Problems!!
5.6960569930881843e+017,negative,"@AmericanAir i dont believe it, it has been impossible for your agents to get an update from the delivery company since yesterday at 11 am"
569605602961281e3,negative,@AmericanAir yet there are plenty of available AA agents at gates nearby who say they are unable to help customers from our flight.
569605452230754300,negative,"@AmericanAir @BDinDallas The personal touch you're known for, AA. Other cool perks: blaming understaffing on weather. And 3 hr hold times."
569605359406485500,negative,"@AmericanAir been waiting in line for over an hour in San Antonio, barely moved &amp; only two agents. 30 in front of me &amp; at least 40 behind."
569605022197153800,positive,@AmericanAir my return flight is scheduled on Wednesday; AA138 I believe.  Thanks for the help!
569604994825105400,negative,@AmericanAir. You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.
569604909571678200,negative,@AmericanAir ....I am on attempt #6 and hour #10 of calling and being put on hold.  Not feeling confident that I will ever get through...
569604904689340400,negative,"@AmericanAir bought a ticket on @SouthwestAir. After two days, your ""team"" couldn't share the data needed to get me to my next meeting."
569604777962643460,negative,@AmericanAir thanks for the response. I know it's not your fault... But Im in ORD in T5 and hungry if you want to stop by ✈️✌️
569604674715693060,negative,@AmericanAir cut it. Put me on a flt tomorrow.
569604659712811e3,negative,@AmericanAir nah u boofin u dont talk like any humans i know. Respond like u actually have a brain. And again i dont want customer relations
569604466757865500,negative,@AmericanAir I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut
569604453462110200,negative,"@AmericanAir because of you, I am doing the one thing I tried to avoid. Thank you for sending me to baggage claim."
569604425238454300,negative,@AmericanAir my flt is at 7a tom. I have now rec'd notification that I'm going out from some other airport
569604400479649800,neutral,@AmericanAir how does one book a ticket online and put it on hold?  Does that require that I pay for the ticket?
5.6960435470302003e+017,negative,@AmericanAir can you help me with a reservation? cant get through on the phone
